[03:30:58] Data generators loaded from CSV files
[03:30:58] Welcome to Real-Time Model Training Interface!
[03:30:58] Select a model and configure parameters to begin training.
[03:31:09] Loading proposed model...
[03:31:12] Proposed Siamese CapsNet + MobileNetV2 loaded successfully.
[03:31:18] Reloading data generators with current batch size...
[03:31:26] Data generators loaded from CSV files
[03:31:26] Model directory created: models\Proposed Siamese CapsNet + MobileNetV2_20251006_033126
[03:31:26] Starting training for 50 epochs...
[03:31:26] Preparing model and data for training...
[03:31:28] [RoutingEntropy] mean_norm_entropy=0.9933
[03:31:29] Adaptive threshold mechanism enabled
[03:31:29] Batch sizes - Train: 32, Val: 16
[03:31:29] Data ready - Train: 625 batches, Val: 625 batches
[03:31:29] Training with learning rate: 5.00e-05
[03:31:29] Mixed precision training enabled
[03:31:29] Starting training with 50 epochs...
[03:31:29] Model parameters: 3,242,585
[03:31:29] [Pre-Train Distances] n=16 min=0.03415 max=0.10730 mean=0.05726 std=0.01982 spread=0.07315
[03:31:29] Models will be saved to: models\Proposed Siamese CapsNet + MobileNetV2_20251006_033126\models
[03:31:29] Training started - Preparing data...
[03:31:29] [ThresholdSync] Epoch 1: train threshold (dist) = 0.5000
[03:31:29] Starting Epoch 1...
[03:31:45]    Batch 0: Loss 1.0882
[07:54:09]    Batch 580: Loss 0.0112
[07:54:25]    Batch 600: Loss 0.0112
[07:54:41]    Batch 620: Loss 0.0112
[08:07:24] [Val Epoch 13] raw_min=0.0004 raw_max=0.9999 mode=dist->sim thr_score=0.640 thr_dist=0.364 f1=0.9266 auc=0.9658 acc=0.9265 edge_fb=0
[08:07:29] Epoch 13/50: loss=0.0112, val_loss=0.0209, acc=0.9651, val_acc=0.9265, val_f1=0.9266, val_auc=0.9658, thr=0.364, precision=0.9631, recall=0.9674 [1269.9s/epoch, ETA: 785.3min]
[08:07:40] [ThresholdSync] Epoch 14: train threshold (dist) = 0.3637
[08:07:40] Starting Epoch 14...
[08:07:40]    Batch 0: Loss 0.0108
[08:07:46]    Batch 20: Loss 0.0106
[08:08:03]    Batch 40: Loss 0.0106
[08:08:19]    Batch 60: Loss 0.0106
[08:08:35]    Batch 80: Loss 0.0106
[08:08:51]    Batch 100: Loss 0.0105
[08:09:07]    Batch 120: Loss 0.0106
[08:09:24]    Batch 140: Loss 0.0106
[08:09:40]    Batch 160: Loss 0.0106
[08:09:56]    Batch 180: Loss 0.0107
[08:10:12]    Batch 200: Loss 0.0107
[08:10:28]    Batch 220: Loss 0.0106
[08:10:45]    Batch 240: Loss 0.0106
[08:11:01]    Batch 260: Loss 0.0106
[08:11:17]    Batch 280: Loss 0.0106
[08:11:33]    Batch 300: Loss 0.0106
[08:11:49]    Batch 320: Loss 0.0106
[08:12:06]    Batch 340: Loss 0.0106
[08:12:22]    Batch 360: Loss 0.0106
[08:12:38]    Batch 380: Loss 0.0106
[08:12:54]    Batch 400: Loss 0.0106
[08:13:10]    Batch 420: Loss 0.0106
[08:13:27]    Batch 440: Loss 0.0106
[08:13:43]    Batch 460: Loss 0.0106
[08:13:59]    Batch 480: Loss 0.0106
[08:14:15]    Batch 500: Loss 0.0106
[08:14:31]    Batch 520: Loss 0.0106
[08:14:48]    Batch 540: Loss 0.0106
[08:15:04]    Batch 560: Loss 0.0106
[08:15:20]    Batch 580: Loss 0.0106
[08:15:36]    Batch 600: Loss 0.0106
[08:15:52]    Batch 620: Loss 0.0107
[08:28:39] [Val Epoch 14] raw_min=0.0002 raw_max=0.9999 mode=dist->sim thr_score=0.650 thr_dist=0.358 f1=0.9301 auc=0.9714 acc=0.9300 edge_fb=0
[08:28:45] Epoch 14/50: loss=0.0107, val_loss=0.0198, acc=0.9654, val_acc=0.9300, val_f1=0.9301, val_auc=0.9714, thr=0.358, precision=0.9652, recall=0.9657 [1272.7s/epoch, ETA: 764.1min]
[08:28:54] Training completed in 297.2 minutes
[08:28:54] Loaded best checkpoint before final save: best_model_epoch_07_auc_0.9804_vloss_0.0333_vf1_0.9382.weights.h5 (val_auc=0.9804)
[08:29:05] Final model saved to: models\Proposed Siamese CapsNet + MobileNetV2_20251006_033126\models\final_best_model, models\Proposed Siamese CapsNet + MobileNetV2_20251006_033126\models\final_best_model.keras and weights models\Proposed Siamese CapsNet + MobileNetV2_20251006_033126\models\final_best_model.weights.h5
[08:29:05] Training completed successfully.
