img1_path,img2_path,img1_breed,img2_breed,same_breed,label
(Preprocessed) breed_organized_with_images\Bengal\train\Bengal_52.jpg,(Preprocessed) breed_organized_with_images\Bengal\train\Bengal_140.jpg,Bengal,Bengal,True,1
(Preprocessed) breed_organized_with_images\beagle\train\beagle_20.jpg,(Preprocessed) breed_organized_with_images\beagle\train\beagle_169.jpg,beagle,beagle,True,1
(Preprocessed) breed_organized_with_images\British_Shorthair\train\British_Shorthair_96.jpg,(Preprocessed) breed_organized_with_images\British_Shorthair\train\British_Shorthair_16.jpg,British_Shorthair,British_Shorthair,True,1
(Preprocessed) breed_organized_with_images\english_setter\train\english_setter_50.jpg,(Preprocessed) breed_organized_with_images\english_setter\train\english_setter_133.jpg,english_setter,english_setter,True,1
(Preprocessed) breed_organized_with_images\pomeranian\train\pomeranian_134.jpg,(Preprocessed) breed_organized_with_images\pomeranian\train\pomeranian_118.jpg,pomeranian,pomeranian,True,1
(Preprocessed) breed_organized_with_images\great_pyrenees\train\great_pyrenees_149.jpg,(Preprocessed) breed_organized_with_images\great_pyrenees\train\great_pyrenees_130.jpg,great_pyrenees,great_pyrenees,True,1
(Preprocessed) breed_organized_with_images\Birman\train\Birman_200.jpg,(Preprocessed) breed_organized_with_images\Birman\train\Birman_129.jpg,Birman,Birman,True,1
(Preprocessed) breed_organized_with_images\american_pit_bull_terrier\train\american_pit_bull_terrier_125.jpg,(Preprocessed) breed_organized_with_images\american_pit_bull_terrier\train\american_pit_bull_terrier_36.jpg,american_pit_bull_terrier,american_pit_bull_terrier,True,1
(Preprocessed) breed_organized_with_images\shiba_inu\train\shiba_inu_176.jpg,(Preprocessed) breed_organized_with_images\shiba_inu\train\shiba_inu_100.jpg,shiba_inu,shiba_inu,True,1
(Preprocessed) breed_organized_with_images\staffordshire_bull_terrier\train\staffordshire_bull_terrier_70.jpg,(Preprocessed) breed_organized_with_images\staffordshire_bull_terrier\train\staffordshire_bull_terrier_152.jpg,staffordshire_bull_terrier,staffordshire_bull_terrier,True,1
(Preprocessed) breed_organized_with_images\basset_hound\train\basset_hound_70.jpg,(Preprocessed) breed_organized_with_images\basset_hound\train\basset_hound_62.jpg,basset_hound,basset_hound,True,1
(Preprocessed) breed_organized_with_images\Birman\train\Birman_32.jpg,(Preprocessed) breed_organized_with_images\Birman\train\Birman_29.jpg,Birman,Birman,True,1
(Preprocessed) breed_organized_with_images\samoyed\train\samoyed_39.jpg,(Preprocessed) breed_organized_with_images\samoyed\train\samoyed_134.jpg,samoyed,samoyed,True,1
(Preprocessed) breed_organized_with_images\saint_bernard\train\saint_bernard_69.jpg,(Preprocessed) breed_organized_with_images\saint_bernard\train\saint_bernard_97.jpg,saint_bernard,saint_bernard,True,1
(Preprocessed) breed_organized_with_images\Birman\train\Birman_185.jpg,(Preprocessed) breed_organized_with_images\Birman\train\Birman_43.jpg,Birman,Birman,True,1
(Preprocessed) breed_organized_with_images\Ragdoll\train\Ragdoll_265.jpg,(Preprocessed) breed_organized_with_images\Ragdoll\train\Ragdoll_69.jpg,Ragdoll,Ragdoll,True,1
(Preprocessed) breed_organized_with_images\Bombay\train\Bombay_25.jpg,(Preprocessed) breed_organized_with_images\Bombay\train\Bombay_110.jpg,Bombay,Bombay,True,1
(Preprocessed) breed_organized_with_images\Maine_Coon\train\Maine_Coon_18.jpg,(Preprocessed) breed_organized_with_images\Maine_Coon\train\Maine_Coon_27.jpg,Maine_Coon,Maine_Coon,True,1
(Preprocessed) breed_organized_with_images\Siamese\train\Siamese_82.jpg,(Preprocessed) breed_organized_with_images\Siamese\train\Siamese_250.jpg,Siamese,Siamese,True,1
(Preprocessed) breed_organized_with_images\British_Shorthair\train\British_Shorthair_161.jpg,(Preprocessed) breed_organized_with_images\British_Shorthair\train\British_Shorthair_90.jpg,British_Shorthair,British_Shorthair,True,1
(Preprocessed) breed_organized_with_images\Persian\train\Persian_44.jpg,(Preprocessed) breed_organized_with_images\Persian\train\Persian_90.jpg,Persian,Persian,True,1
(Preprocessed) breed_organized_with_images\basset_hound\train\basset_hound_66.jpg,(Preprocessed) breed_organized_with_images\basset_hound\train\basset_hound_135.jpg,basset_hound,basset_hound,True,1
(Preprocessed) breed_organized_with_images\american_bulldog\train\american_bulldog_92.jpg,(Preprocessed) breed_organized_with_images\american_bulldog\train\american_bulldog_130.jpg,american_bulldog,american_bulldog,True,1
(Preprocessed) breed_organized_with_images\leonberger\train\leonberger_55.jpg,(Preprocessed) breed_organized_with_images\leonberger\train\leonberger_129.jpg,leonberger,leonberger,True,1
(Preprocessed) breed_organized_with_images\yorkshire_terrier\train\yorkshire_terrier_158.jpg,(Preprocessed) breed_organized_with_images\yorkshire_terrier\train\yorkshire_terrier_80.jpg,yorkshire_terrier,yorkshire_terrier,True,1
(Preprocessed) breed_organized_with_images\german_shorthaired\train\german_shorthaired_83.jpg,(Preprocessed) breed_organized_with_images\german_shorthaired\train\german_shorthaired_96.jpg,german_shorthaired,german_shorthaired,True,1
(Preprocessed) breed_organized_with_images\american_pit_bull_terrier\train\american_pit_bull_terrier_70.jpg,(Preprocessed) breed_organized_with_images\american_pit_bull_terrier\train\american_pit_bull_terrier_195.jpg,american_pit_bull_terrier,american_pit_bull_terrier,True,1
(Preprocessed) breed_organized_with_images\Sphynx\train\Sphynx_235.jpg,(Preprocessed) breed_organized_with_images\Sphynx\train\Sphynx_55.jpg,Sphynx,Sphynx,True,1
(Preprocessed) breed_organized_with_images\Persian\train\Persian_31.jpg,(Preprocessed) breed_organized_with_images\Persian\train\Persian_268.jpg,Persian,Persian,True,1
(Preprocessed) breed_organized_with_images\miniature_pinscher\train\miniature_pinscher_180.jpg,(Preprocessed) breed_organized_with_images\miniature_pinscher\train\miniature_pinscher_43.jpg,miniature_pinscher,miniature_pinscher,True,1
(Preprocessed) breed_organized_with_images\japanese_chin\train\japanese_chin_126.jpg,(Preprocessed) breed_organized_with_images\japanese_chin\train\japanese_chin_180.jpg,japanese_chin,japanese_chin,True,1
(Preprocessed) breed_organized_with_images\pomeranian\train\pomeranian_185.jpg,(Preprocessed) breed_organized_with_images\pomeranian\train\pomeranian_70.jpg,pomeranian,pomeranian,True,1
(Preprocessed) breed_organized_with_images\Birman\train\Birman_80.jpg,(Preprocessed) breed_organized_with_images\Birman\train\Birman_84.jpg,Birman,Birman,True,1
(Preprocessed) breed_organized_with_images\keeshond\train\keeshond_156.jpg,(Preprocessed) breed_organized_with_images\keeshond\train\keeshond_80.jpg,keeshond,keeshond,True,1
(Preprocessed) breed_organized_with_images\Bengal\train\Bengal_106.jpg,(Preprocessed) breed_organized_with_images\Bengal\train\Bengal_20.jpg,Bengal,Bengal,True,1
(Preprocessed) breed_organized_with_images\Egyptian_Mau\train\Egyptian_Mau_181.jpg,(Preprocessed) breed_organized_with_images\Egyptian_Mau\train\Egyptian_Mau_75.jpg,Egyptian_Mau,Egyptian_Mau,True,1
(Preprocessed) breed_organized_with_images\Egyptian_Mau\train\Egyptian_Mau_162.jpg,(Preprocessed) breed_organized_with_images\Egyptian_Mau\train\Egyptian_Mau_49.jpg,Egyptian_Mau,Egyptian_Mau,True,1
(Preprocessed) breed_organized_with_images\english_cocker_spaniel\train\english_cocker_spaniel_84.jpg,(Preprocessed) breed_organized_with_images\english_cocker_spaniel\train\english_cocker_spaniel_142.jpg,english_cocker_spaniel,english_cocker_spaniel,True,1
(Preprocessed) breed_organized_with_images\saint_bernard\train\saint_bernard_141.jpg,(Preprocessed) breed_organized_with_images\saint_bernard\train\saint_bernard_104.jpg,saint_bernard,saint_bernard,True,1
(Preprocessed) breed_organized_with_images\american_pit_bull_terrier\train\american_pit_bull_terrier_25.jpg,(Preprocessed) breed_organized_with_images\american_pit_bull_terrier\train\american_pit_bull_terrier_128.jpg,american_pit_bull_terrier,american_pit_bull_terrier,True,1
(Preprocessed) breed_organized_with_images\chihuahua\train\chihuahua_59.jpg,(Preprocessed) breed_organized_with_images\chihuahua\train\chihuahua_78.jpg,chihuahua,chihuahua,True,1
(Preprocessed) breed_organized_with_images\miniature_pinscher\train\miniature_pinscher_172.jpg,(Preprocessed) breed_organized_with_images\miniature_pinscher\train\miniature_pinscher_6.jpg,miniature_pinscher,miniature_pinscher,True,1
(Preprocessed) breed_organized_with_images\Birman\train\Birman_93.jpg,(Preprocessed) breed_organized_with_images\Birman\train\Birman_73.jpg,Birman,Birman,True,1
(Preprocessed) breed_organized_with_images\samoyed\train\samoyed_37.jpg,(Preprocessed) breed_organized_with_images\samoyed\train\samoyed_87.jpg,samoyed,samoyed,True,1
(Preprocessed) breed_organized_with_images\english_setter\train\english_setter_121.jpg,(Preprocessed) breed_organized_with_images\english_setter\train\english_setter_28.jpg,english_setter,english_setter,True,1
(Preprocessed) breed_organized_with_images\Abyssinian\train\Abyssinian_174.jpg,(Preprocessed) breed_organized_with_images\Abyssinian\train\Abyssinian_3.jpg,Abyssinian,Abyssinian,True,1
(Preprocessed) breed_organized_with_images\american_bulldog\train\american_bulldog_129.jpg,(Preprocessed) breed_organized_with_images\american_bulldog\train\american_bulldog_193.jpg,american_bulldog,american_bulldog,True,1
(Preprocessed) breed_organized_with_images\Maine_Coon\train\Maine_Coon_167.jpg,(Preprocessed) breed_organized_with_images\Maine_Coon\train\Maine_Coon_146.jpg,Maine_Coon,Maine_Coon,True,1
(Preprocessed) breed_organized_with_images\staffordshire_bull_terrier\train\staffordshire_bull_terrier_112.jpg,(Preprocessed) breed_organized_with_images\staffordshire_bull_terrier\train\staffordshire_bull_terrier_69.jpg,staffordshire_bull_terrier,staffordshire_bull_terrier,True,1
(Preprocessed) breed_organized_with_images\pug\train\pug_161.jpg,(Preprocessed) breed_organized_with_images\pug\train\pug_107.jpg,pug,pug,True,1
(Preprocessed) breed_organized_with_images\american_pit_bull_terrier\train\american_pit_bull_terrier_37.jpg,(Preprocessed) breed_organized_with_images\american_pit_bull_terrier\train\american_pit_bull_terrier_7.jpg,american_pit_bull_terrier,american_pit_bull_terrier,True,1
(Preprocessed) breed_organized_with_images\american_bulldog\train\american_bulldog_214.jpg,(Preprocessed) breed_organized_with_images\american_bulldog\train\american_bulldog_96.jpg,american_bulldog,american_bulldog,True,1
(Preprocessed) breed_organized_with_images\Russian_Blue\train\Russian_Blue_8.jpg,(Preprocessed) breed_organized_with_images\Russian_Blue\train\Russian_Blue_64.jpg,Russian_Blue,Russian_Blue,True,1
(Preprocessed) breed_organized_with_images\saint_bernard\train\saint_bernard_50.jpg,(Preprocessed) breed_organized_with_images\saint_bernard\train\saint_bernard_6.jpg,saint_bernard,saint_bernard,True,1
(Preprocessed) breed_organized_with_images\Siamese\train\Siamese_100.jpg,(Preprocessed) breed_organized_with_images\Siamese\train\Siamese_41.jpg,Siamese,Siamese,True,1
(Preprocessed) breed_organized_with_images\Birman\train\Birman_81.jpg,(Preprocessed) breed_organized_with_images\Birman\train\Birman_7.jpg,Birman,Birman,True,1
(Preprocessed) breed_organized_with_images\japanese_chin\train\japanese_chin_86.jpg,(Preprocessed) breed_organized_with_images\japanese_chin\train\japanese_chin_82.jpg,japanese_chin,japanese_chin,True,1
(Preprocessed) breed_organized_with_images\newfoundland\train\newfoundland_77.jpg,(Preprocessed) breed_organized_with_images\newfoundland\train\newfoundland_138.jpg,newfoundland,newfoundland,True,1
(Preprocessed) breed_organized_with_images\pug\train\pug_197.jpg,(Preprocessed) breed_organized_with_images\pug\train\pug_90.jpg,pug,pug,True,1
(Preprocessed) breed_organized_with_images\Bombay\train\Bombay_12.jpg,(Preprocessed) breed_organized_with_images\Bombay\train\Bombay_62.jpg,Bombay,Bombay,True,1
(Preprocessed) breed_organized_with_images\Siamese\train\Siamese_96.jpg,(Preprocessed) breed_organized_with_images\Siamese\train\Siamese_139.jpg,Siamese,Siamese,True,1
(Preprocessed) breed_organized_with_images\samoyed\train\samoyed_56.jpg,(Preprocessed) breed_organized_with_images\samoyed\train\samoyed_19.jpg,samoyed,samoyed,True,1
(Preprocessed) breed_organized_with_images\British_Shorthair\train\British_Shorthair_268.jpg,(Preprocessed) breed_organized_with_images\British_Shorthair\train\British_Shorthair_185.jpg,British_Shorthair,British_Shorthair,True,1
(Preprocessed) breed_organized_with_images\pomeranian\train\pomeranian_140.jpg,(Preprocessed) breed_organized_with_images\pomeranian\train\pomeranian_60.jpg,pomeranian,pomeranian,True,1
(Preprocessed) breed_organized_with_images\german_shorthaired\train\german_shorthaired_28.jpg,(Preprocessed) breed_organized_with_images\german_shorthaired\train\german_shorthaired_166.jpg,german_shorthaired,german_shorthaired,True,1
(Preprocessed) breed_organized_with_images\german_shorthaired\train\german_shorthaired_148.jpg,(Preprocessed) breed_organized_with_images\german_shorthaired\train\german_shorthaired_168.jpg,german_shorthaired,german_shorthaired,True,1
(Preprocessed) breed_organized_with_images\Persian\train\Persian_4.jpg,(Preprocessed) breed_organized_with_images\Persian\train\Persian_15.jpg,Persian,Persian,True,1
(Preprocessed) breed_organized_with_images\Maine_Coon\train\Maine_Coon_192.jpg,(Preprocessed) breed_organized_with_images\Maine_Coon\train\Maine_Coon_269.jpg,Maine_Coon,Maine_Coon,True,1
(Preprocessed) breed_organized_with_images\miniature_pinscher\train\miniature_pinscher_109.jpg,(Preprocessed) breed_organized_with_images\miniature_pinscher\train\miniature_pinscher_166.jpg,miniature_pinscher,miniature_pinscher,True,1
(Preprocessed) breed_organized_with_images\keeshond\train\keeshond_29.jpg,(Preprocessed) breed_organized_with_images\keeshond\train\keeshond_134.jpg,keeshond,keeshond,True,1
(Preprocessed) breed_organized_with_images\British_Shorthair\train\British_Shorthair_187.jpg,(Preprocessed) breed_organized_with_images\British_Shorthair\train\British_Shorthair_54.jpg,British_Shorthair,British_Shorthair,True,1
(Preprocessed) breed_organized_with_images\samoyed\train\samoyed_81.jpg,(Preprocessed) breed_organized_with_images\samoyed\train\samoyed_64.jpg,samoyed,samoyed,True,1
(Preprocessed) breed_organized_with_images\newfoundland\train\newfoundland_118.jpg,(Preprocessed) breed_organized_with_images\newfoundland\train\newfoundland_66.jpg,newfoundland,newfoundland,True,1
(Preprocessed) breed_organized_with_images\pug\train\pug_69.jpg,(Preprocessed) breed_organized_with_images\pug\train\pug_167.jpg,pug,pug,True,1
(Preprocessed) breed_organized_with_images\japanese_chin\train\japanese_chin_80.jpg,(Preprocessed) breed_organized_with_images\japanese_chin\train\japanese_chin_170.jpg,japanese_chin,japanese_chin,True,1
(Preprocessed) breed_organized_with_images\american_bulldog\train\american_bulldog_107.jpg,(Preprocessed) breed_organized_with_images\american_bulldog\train\american_bulldog_73.jpg,american_bulldog,american_bulldog,True,1
(Preprocessed) breed_organized_with_images\chihuahua\train\chihuahua_166.jpg,(Preprocessed) breed_organized_with_images\chihuahua\train\chihuahua_22.jpg,chihuahua,chihuahua,True,1
(Preprocessed) breed_organized_with_images\Ragdoll\train\Ragdoll_122.jpg,(Preprocessed) breed_organized_with_images\Ragdoll\train\Ragdoll_148.jpg,Ragdoll,Ragdoll,True,1
(Preprocessed) breed_organized_with_images\yorkshire_terrier\train\yorkshire_terrier_149.jpg,(Preprocessed) breed_organized_with_images\yorkshire_terrier\train\yorkshire_terrier_3.jpg,yorkshire_terrier,yorkshire_terrier,True,1
(Preprocessed) breed_organized_with_images\Ragdoll\train\Ragdoll_227.jpg,(Preprocessed) breed_organized_with_images\Ragdoll\train\Ragdoll_41.jpg,Ragdoll,Ragdoll,True,1
(Preprocessed) breed_organized_with_images\pug\train\pug_172.jpg,(Preprocessed) breed_organized_with_images\pug\train\pug_27.jpg,pug,pug,True,1
(Preprocessed) breed_organized_with_images\Siamese\train\Siamese_173.jpg,(Preprocessed) breed_organized_with_images\Siamese\train\Siamese_81.jpg,Siamese,Siamese,True,1
(Preprocessed) breed_organized_with_images\basset_hound\train\basset_hound_64.jpg,(Preprocessed) breed_organized_with_images\basset_hound\train\basset_hound_45.jpg,basset_hound,basset_hound,True,1
(Preprocessed) breed_organized_with_images\Siamese\train\Siamese_146.jpg,(Preprocessed) breed_organized_with_images\Siamese\train\Siamese_78.jpg,Siamese,Siamese,True,1
(Preprocessed) breed_organized_with_images\Siamese\train\Siamese_30.jpg,(Preprocessed) breed_organized_with_images\Siamese\train\Siamese_115.jpg,Siamese,Siamese,True,1
(Preprocessed) breed_organized_with_images\basset_hound\train\basset_hound_87.jpg,(Preprocessed) breed_organized_with_images\basset_hound\train\basset_hound_139.jpg,basset_hound,basset_hound,True,1
(Preprocessed) breed_organized_with_images\shiba_inu\train\shiba_inu_210.jpg,(Preprocessed) breed_organized_with_images\shiba_inu\train\shiba_inu_187.jpg,shiba_inu,shiba_inu,True,1
(Preprocessed) breed_organized_with_images\american_pit_bull_terrier\train\american_pit_bull_terrier_140.jpg,(Preprocessed) breed_organized_with_images\american_pit_bull_terrier\train\american_pit_bull_terrier_174.jpg,american_pit_bull_terrier,american_pit_bull_terrier,True,1
(Preprocessed) breed_organized_with_images\pug\train\pug_39.jpg,(Preprocessed) breed_organized_with_images\pug\train\pug_33.jpg,pug,pug,True,1
(Preprocessed) breed_organized_with_images\newfoundland\train\newfoundland_171.jpg,(Preprocessed) breed_organized_with_images\newfoundland\train\newfoundland_30.jpg,newfoundland,newfoundland,True,1
(Preprocessed) breed_organized_with_images\beagle\train\beagle_189.jpg,(Preprocessed) breed_organized_with_images\beagle\train\beagle_55.jpg,beagle,beagle,True,1
(Preprocessed) breed_organized_with_images\newfoundland\train\newfoundland_159.jpg,(Preprocessed) breed_organized_with_images\newfoundland\train\newfoundland_68.jpg,newfoundland,newfoundland,True,1
(Preprocessed) breed_organized_with_images\Russian_Blue\train\Russian_Blue_67.jpg,(Preprocessed) breed_organized_with_images\Russian_Blue\train\Russian_Blue_182.jpg,Russian_Blue,Russian_Blue,True,1
(Preprocessed) breed_organized_with_images\Abyssinian\train\Abyssinian_10.jpg,(Preprocessed) breed_organized_with_images\Abyssinian\train\Abyssinian_169.jpg,Abyssinian,Abyssinian,True,1
(Preprocessed) breed_organized_with_images\Birman\train\Birman_174.jpg,(Preprocessed) breed_organized_with_images\Birman\train\Birman_142.jpg,Birman,Birman,True,1
(Preprocessed) breed_organized_with_images\scottish_terrier\train\scottish_terrier_119.jpg,(Preprocessed) breed_organized_with_images\scottish_terrier\train\scottish_terrier_10.jpg,scottish_terrier,scottish_terrier,True,1
(Preprocessed) breed_organized_with_images\shiba_inu\train\shiba_inu_88.jpg,(Preprocessed) breed_organized_with_images\shiba_inu\train\shiba_inu_206.jpg,shiba_inu,shiba_inu,True,1
(Preprocessed) breed_organized_with_images\Maine_Coon\train\Maine_Coon_75.jpg,(Preprocessed) breed_organized_with_images\Maine_Coon\train\Maine_Coon_41.jpg,Maine_Coon,Maine_Coon,True,1
(Preprocessed) breed_organized_with_images\beagle\train\beagle_179.jpg,(Preprocessed) breed_organized_with_images\beagle\train\beagle_113.jpg,beagle,beagle,True,1
(Preprocessed) breed_organized_with_images\Abyssinian\train\Abyssinian_155.jpg,(Preprocessed) breed_organized_with_images\Abyssinian\train\Abyssinian_115.jpg,Abyssinian,Abyssinian,True,1
(Preprocessed) breed_organized_with_images\miniature_pinscher\train\miniature_pinscher_124.jpg,(Preprocessed) breed_organized_with_images\miniature_pinscher\train\miniature_pinscher_104.jpg,miniature_pinscher,miniature_pinscher,True,1
(Preprocessed) breed_organized_with_images\havanese\train\havanese_45.jpg,(Preprocessed) breed_organized_with_images\havanese\train\havanese_172.jpg,havanese,havanese,True,1
(Preprocessed) breed_organized_with_images\Egyptian_Mau\train\Egyptian_Mau_141.jpg,(Preprocessed) breed_organized_with_images\Egyptian_Mau\train\Egyptian_Mau_119.jpg,Egyptian_Mau,Egyptian_Mau,True,1
(Preprocessed) breed_organized_with_images\english_setter\train\english_setter_75.jpg,(Preprocessed) breed_organized_with_images\english_setter\train\english_setter_137.jpg,english_setter,english_setter,True,1
(Preprocessed) breed_organized_with_images\pug\train\pug_47.jpg,(Preprocessed) breed_organized_with_images\pug\train\pug_175.jpg,pug,pug,True,1
(Preprocessed) breed_organized_with_images\Bengal\train\Bengal_170.jpg,(Preprocessed) breed_organized_with_images\Bengal\train\Bengal_157.jpg,Bengal,Bengal,True,1
(Preprocessed) breed_organized_with_images\Ragdoll\train\Ragdoll_111.jpg,(Preprocessed) breed_organized_with_images\Ragdoll\train\Ragdoll_142.jpg,Ragdoll,Ragdoll,True,1
(Preprocessed) breed_organized_with_images\leonberger\train\leonberger_73.jpg,(Preprocessed) breed_organized_with_images\leonberger\train\leonberger_96.jpg,leonberger,leonberger,True,1
(Preprocessed) breed_organized_with_images\japanese_chin\train\japanese_chin_107.jpg,(Preprocessed) breed_organized_with_images\japanese_chin\train\japanese_chin_157.jpg,japanese_chin,japanese_chin,True,1
(Preprocessed) breed_organized_with_images\Abyssinian\train\Abyssinian_62.jpg,(Preprocessed) breed_organized_with_images\Abyssinian\train\Abyssinian_2.jpg,Abyssinian,Abyssinian,True,1
(Preprocessed) breed_organized_with_images\British_Shorthair\train\British_Shorthair_178.jpg,(Preprocessed) breed_organized_with_images\British_Shorthair\train\British_Shorthair_268.jpg,British_Shorthair,British_Shorthair,True,1
(Preprocessed) breed_organized_with_images\great_pyrenees\train\great_pyrenees_182.jpg,(Preprocessed) breed_organized_with_images\great_pyrenees\train\great_pyrenees_118.jpg,great_pyrenees,great_pyrenees,True,1
(Preprocessed) breed_organized_with_images\english_cocker_spaniel\train\english_cocker_spaniel_82.jpg,(Preprocessed) breed_organized_with_images\english_cocker_spaniel\train\english_cocker_spaniel_96.jpg,english_cocker_spaniel,english_cocker_spaniel,True,1
(Preprocessed) breed_organized_with_images\chihuahua\train\chihuahua_43.jpg,(Preprocessed) breed_organized_with_images\chihuahua\train\chihuahua_37.jpg,chihuahua,chihuahua,True,1
(Preprocessed) breed_organized_with_images\staffordshire_bull_terrier\train\staffordshire_bull_terrier_80.jpg,(Preprocessed) breed_organized_with_images\staffordshire_bull_terrier\train\staffordshire_bull_terrier_106.jpg,staffordshire_bull_terrier,staffordshire_bull_terrier,True,1
(Preprocessed) breed_organized_with_images\american_pit_bull_terrier\train\american_pit_bull_terrier_156.jpg,(Preprocessed) breed_organized_with_images\american_pit_bull_terrier\train\american_pit_bull_terrier_8.jpg,american_pit_bull_terrier,american_pit_bull_terrier,True,1
(Preprocessed) breed_organized_with_images\Egyptian_Mau\train\Egyptian_Mau_146.jpg,(Preprocessed) breed_organized_with_images\Egyptian_Mau\train\Egyptian_Mau_103.jpg,Egyptian_Mau,Egyptian_Mau,True,1
(Preprocessed) breed_organized_with_images\great_pyrenees\train\great_pyrenees_32.jpg,(Preprocessed) breed_organized_with_images\great_pyrenees\train\great_pyrenees_47.jpg,great_pyrenees,great_pyrenees,True,1
(Preprocessed) breed_organized_with_images\Bombay\train\Bombay_39.jpg,(Preprocessed) breed_organized_with_images\Bombay\train\Bombay_160.jpg,Bombay,Bombay,True,1
(Preprocessed) breed_organized_with_images\japanese_chin\train\japanese_chin_64.jpg,(Preprocessed) breed_organized_with_images\japanese_chin\train\japanese_chin_81.jpg,japanese_chin,japanese_chin,True,1
(Preprocessed) breed_organized_with_images\Persian\train\Persian_17.jpg,(Preprocessed) breed_organized_with_images\Persian\train\Persian_145.jpg,Persian,Persian,True,1
(Preprocessed) breed_organized_with_images\pug\train\pug_157.jpg,(Preprocessed) breed_organized_with_images\pug\train\pug_197.jpg,pug,pug,True,1
(Preprocessed) breed_organized_with_images\japanese_chin\train\japanese_chin_138.jpg,(Preprocessed) breed_organized_with_images\japanese_chin\train\japanese_chin_6.jpg,japanese_chin,japanese_chin,True,1
(Preprocessed) breed_organized_with_images\wheaten_terrier\train\wheaten_terrier_137.jpg,(Preprocessed) breed_organized_with_images\wheaten_terrier\train\wheaten_terrier_66.jpg,wheaten_terrier,wheaten_terrier,True,1
(Preprocessed) breed_organized_with_images\wheaten_terrier\train\wheaten_terrier_137.jpg,(Preprocessed) breed_organized_with_images\wheaten_terrier\train\wheaten_terrier_168.jpg,wheaten_terrier,wheaten_terrier,True,1
(Preprocessed) breed_organized_with_images\american_pit_bull_terrier\train\american_pit_bull_terrier_79.jpg,(Preprocessed) breed_organized_with_images\american_pit_bull_terrier\train\american_pit_bull_terrier_203.jpg,american_pit_bull_terrier,american_pit_bull_terrier,True,1
(Preprocessed) breed_organized_with_images\beagle\train\beagle_161.jpg,(Preprocessed) breed_organized_with_images\beagle\train\beagle_201.jpg,beagle,beagle,True,1
(Preprocessed) breed_organized_with_images\saint_bernard\train\saint_bernard_32.jpg,(Preprocessed) breed_organized_with_images\saint_bernard\train\saint_bernard_115.jpg,saint_bernard,saint_bernard,True,1
(Preprocessed) breed_organized_with_images\american_pit_bull_terrier\train\american_pit_bull_terrier_115.jpg,(Preprocessed) breed_organized_with_images\american_pit_bull_terrier\train\american_pit_bull_terrier_105.jpg,american_pit_bull_terrier,american_pit_bull_terrier,True,1
(Preprocessed) breed_organized_with_images\basset_hound\train\basset_hound_55.jpg,(Preprocessed) breed_organized_with_images\basset_hound\train\basset_hound_74.jpg,basset_hound,basset_hound,True,1
(Preprocessed) breed_organized_with_images\chihuahua\train\chihuahua_108.jpg,(Preprocessed) breed_organized_with_images\chihuahua\train\chihuahua_8.jpg,chihuahua,chihuahua,True,1
(Preprocessed) breed_organized_with_images\newfoundland\train\newfoundland_81.jpg,(Preprocessed) breed_organized_with_images\newfoundland\train\newfoundland_160.jpg,newfoundland,newfoundland,True,1
(Preprocessed) breed_organized_with_images\British_Shorthair\train\British_Shorthair_212.jpg,(Preprocessed) breed_organized_with_images\British_Shorthair\train\British_Shorthair_122.jpg,British_Shorthair,British_Shorthair,True,1
(Preprocessed) breed_organized_with_images\pomeranian\train\pomeranian_20.jpg,(Preprocessed) breed_organized_with_images\pomeranian\train\pomeranian_108.jpg,pomeranian,pomeranian,True,1
(Preprocessed) breed_organized_with_images\shiba_inu\train\shiba_inu_53.jpg,(Preprocessed) breed_organized_with_images\shiba_inu\train\shiba_inu_129.jpg,shiba_inu,shiba_inu,True,1
(Preprocessed) breed_organized_with_images\saint_bernard\train\saint_bernard_137.jpg,(Preprocessed) breed_organized_with_images\saint_bernard\train\saint_bernard_133.jpg,saint_bernard,saint_bernard,True,1
(Preprocessed) breed_organized_with_images\staffordshire_bull_terrier\train\staffordshire_bull_terrier_149.jpg,(Preprocessed) breed_organized_with_images\staffordshire_bull_terrier\train\staffordshire_bull_terrier_87.jpg,staffordshire_bull_terrier,staffordshire_bull_terrier,True,1
(Preprocessed) breed_organized_with_images\japanese_chin\train\japanese_chin_135.jpg,(Preprocessed) breed_organized_with_images\japanese_chin\train\japanese_chin_100.jpg,japanese_chin,japanese_chin,True,1
(Preprocessed) breed_organized_with_images\British_Shorthair\train\British_Shorthair_27.jpg,(Preprocessed) breed_organized_with_images\British_Shorthair\train\British_Shorthair_268.jpg,British_Shorthair,British_Shorthair,True,1
(Preprocessed) breed_organized_with_images\pug\train\pug_87.jpg,(Preprocessed) breed_organized_with_images\pug\train\pug_177.jpg,pug,pug,True,1
(Preprocessed) breed_organized_with_images\leonberger\train\leonberger_24.jpg,(Preprocessed) breed_organized_with_images\leonberger\train\leonberger_6.jpg,leonberger,leonberger,True,1
(Preprocessed) breed_organized_with_images\english_cocker_spaniel\train\english_cocker_spaniel_90.jpg,(Preprocessed) breed_organized_with_images\english_cocker_spaniel\train\english_cocker_spaniel_169.jpg,english_cocker_spaniel,english_cocker_spaniel,True,1
(Preprocessed) breed_organized_with_images\Siamese\train\Siamese_65.jpg,(Preprocessed) breed_organized_with_images\Siamese\train\Siamese_83.jpg,Siamese,Siamese,True,1
